ID	POEM_NUMBER	POEM_NAME	STANZA	LINE_IN_SOURCE	LINE	RHYME	RHYMEWORD	RECONSTRUCTION	COMMENT
942	57	碩人	3	1	朱幩鑣a[piô]鑣	朱幩鑣鑣	鑣	a	piô	
943	57	碩人	3	2	翟茀以a[diô]朝。	翟茀以朝	以	a	diô	
944	57	碩人	3	0	大夫夙退	大夫夙退				
945	57	碩人	3	1	無使君a[lô]勞。（宵部）	無使君勞	君	a	lô	宵部
946	57	碩人	4	0	河水洋洋	河水洋洋				
947	57	碩人	4	1	北流活a[huat]活。	北流活活	活	a	huat	
948	57	碩人	4	0	施罛瀖a[xuat]瀖	施罛瀖瀖	瀖	a	xuat	
949	57	碩人	4	1	鱣鮪發a[puat]發	鱣鮪發發	發	a	puat	
950	57	碩人	4	2	葭菼揭a[kiat]揭。	葭菼揭揭	揭	a	kiat	
951	57	碩人	4	0	庶姜孼a[ngiat]孼	庶姜孼孼	孼	a	ngiat	
952	57	碩人	4	1	庶士有a[khiat]朅。（月部）	庶士有朅	有	a	khiat	月部
953	58	氓	1	0	氓之蚩a[thjiə]蚩	氓之蚩蚩	蚩	a	thjiə	
954	58	氓	1	1	抱布貿a[siə]絲。	抱布貿絲	貿	a	siə	
955	58	氓	1	0	匪來貿a[siə]絲	匪來貿絲	貿	a	siə	
956	58	氓	1	1	來即我a[miuə]謀。	來即我謀	我	a	miuə	
957	58	氓	1	0	送子涉a[giə]淇	送子涉淇	涉	a	giə	
958	58	氓	1	1	至于頓a[khiuə]丘。	至于頓丘	頓	a	khiuə	
959	58	氓	1	0	匪來愆a[giə]期	匪來愆期	愆	a	giə	
960	58	氓	1	1	子無良a[muə]媒。	子無良媒	良	a	muə	
961	58	氓	1	0	將子無怒	將子無怒				
962	58	氓	1	1	秋以為a[giə]期。（之部）	秋以為期	為	a	giə	之部
963	58	氓	2	0	乘彼垝a[hiuan]垣	乘彼垝垣	垝	a	hiuan	
964	58	氓	2	1	以望復a[koan]關。	以望復關	復	a	koan	
965	58	氓	2	0	不見復a[koan]關	不見復關	復	a	koan	
966	58	氓	2	1	泣涕漣a[lian]漣。	泣涕漣漣	漣	a	lian	
967	58	氓	2	0	既見復a[koan]關	既見復關	復	a	koan	
968	58	氓	2	1	載笑載a[ngian]言。	載笑載言	載	a	ngian	
969	58	氓	2	0	爾卜爾筮	爾卜爾筮				
970	58	氓	2	1	體無咎a[ngian]言。	體無咎言	咎	a	ngian	
971	58	氓	2	0	以爾車a來	以爾車來	車	a	???	
972	58	氓	2	1	以我賄a[tsian]遷。（元部）	以我賄遷	賄	a	tsian	元部
973	58	氓	3	0	桑之未a[lak]落	桑之未落	未	a	lak	
974	58	氓	3	1	其葉沃a[njiak]若。（铎部）	其葉沃若	沃	a	njiak	铎部
975	58	氓	3	0	于嗟鳩兮	于嗟鳩兮				
976	58	氓	3	1	無食桑b[zjiəm]葚。	無食桑葚	桑	b	zjiəm	
977	58	氓	3	0	于嗟女兮	于嗟女兮				
978	58	氓	3	1	無與士b[təm]耽。（侵部）	無與士耽	士	b	təm	侵部
979	58	氓	3	0	士之耽兮	士之耽兮				
980	58	氓	3	1	猶可c[sjiuat]說也	猶可說也	可	c	sjiuat	
981	58	氓	3	2						
982	58	氓	3	0	女之耽兮	女之耽兮				
983	58	氓	3	1	 不可c[sjiuat]說也。 （月部）	不可說也	可	c	sjiuat	月部
984	58	氓	4	0	桑之落矣	桑之落矣				
985	58	氓	4	1	其黃而a[hyuən]隕。	其黃而隕	而	a	hyuən	
986	58	氓	4	0	自我徂爾	自我徂爾				
987	58	氓	4	1	三歲食a[biən]貧。（文部）	三歲食貧	食	a	biən	文部
988	58	氓	4	0	淇水湯b[sjiang]湯	淇水湯湯	湯	b	sjiang	
989	58	氓	4	1	漸車帷b[sjiang]裳。	漸車帷裳	帷	b	sjiang	
990	58	氓	4	0	女也不b[shiang]爽	女也不爽	不	b	shiang	
991	58	氓	4	1	士貳其b[heang]行。（阳部）	士貳其行	其	b	heang	阳部
992	58	氓	4	0	士也罔c[giək]極	士也罔極	罔	c	giək	
993	58	氓	4	1	二三其c[tək]德。（职部）	二三其德	其	c	tək	职部
994	58	氓	5	0	三歲為婦	三歲為婦				
995	58	氓	5	1	靡室a[lô]勞矣。	靡室勞矣	室	a	lô	
996	58	氓	5	0	夙興夜寐	夙興夜寐				
997	58	氓	5	1	靡有a[tiô]朝矣。	靡有朝矣	有	a	tiô	
998	58	氓	5	0	言既遂矣	言既遂矣				
999	58	氓	5	1	至于a[bôk]暴矣。	至于暴矣	于	a	bôk	
1000	58	氓	5	0	兄弟不知	兄弟不知				
1001	58	氓	5	1	咥其a[siô]笑矣。	咥其笑矣	其	a	siô	
1002	58	氓	5	0	靜言思之	靜言思之				
1003	58	氓	5	1	躬自a[dôk]悼矣。（宵药通韵）	躬自悼矣	自	a	dôk	宵药通韵
1004	58	氓	6	0	及爾偕老	及爾偕老				
1005	58	氓	6	1	老使我a[luan]怨。	老使我怨	我	a	luan	
1006	58	氓	6	0	淇則有a[ngan]岸	淇則有岸	有	a	ngan	
1007	58	氓	6	1	隰則有a[phuan]泮。	隰則有泮	有	a	phuan	
1008	58	氓	6	0	總角之a[yan]宴	總角之宴	之	a	yan	
1009	58	氓	6	1	言笑a晏a[ean]晏。	言笑晏晏	笑	a	???	
1010	58	氓	6	1	言笑a晏a[ean]晏。	言笑晏晏	晏	a	ean	
1011	58	氓	6	0	信膂a旦a[tan]旦	信膂旦旦	膂	a	???	
1012	58	氓	6	0	信膂a旦a[tan]旦	信膂旦旦	旦	a	tan	
1013	58	氓	6	1	不思其a[piuan]反。（元部）	不思其反	其	a	piuan	元部
1014	58	氓	6	0	反是不b[siə]思	反是不思	不	b	siə	
1015	58	氓	6	1	亦已焉b[tzə]哉。（之部）	亦已焉哉	焉	b	tzə	之部
1016	59	竹竿	1	0	藋藋竹竿	藋藋竹竿				
1017	59	竹竿	1	1	以釣于a[giə]淇。	以釣于淇	于	a	giə	
1018	59	竹竿	1	0	豈不爾a[siə]思	豈不爾思	爾	a	siə	
1019	59	竹竿	1	1	遠莫致a[tjiə]之。（之部）	遠莫致之	致	a	tjiə	之部
1020	59	竹竿	2	0	泉源在左	泉源在左				
1021	59	竹竿	2	1	淇水在a[hiuə]右。	淇水在右	在	a	hiuə	
1022	59	竹竿	2	0	女子有行	女子有行				
1023	59	竹竿	2	1	遠兄弟父a[mə]母4。（之部）	遠兄弟父母	父	a	mə	之部
1024	59	竹竿	3	0	淇水在右	淇水在右				
1025	59	竹竿	3	1	泉源在a[tzai]左。	泉源在左	在	a	tzai	
1026	59	竹竿	3	0	巧笑之a[tsai]瑳	巧笑之瑳	之	a	tsai	
1027	59	竹竿	3	1	佩玉之a[nai]儺。（歌部）	佩玉之儺	之	a	nai	歌部
1028	59	竹竿	4	0	淇水滺a[jiu]滺	淇水滺滺	滺	a	jiu	
1029	59	竹竿	4	1	檜楫松a[tjiu]舟。	檜楫松舟	松	a	tjiu	
1030	59	竹竿	4	0	駕言出a[jiu]遊	駕言出遊	出	a	jiu	
1031	59	竹竿	4	1	以寫我a[iu]憂。（幽部）	以寫我憂	我	a	iu	幽部
1032	60	芄蘭	1	0	芄蘭之a[tjie]支	芄蘭之支	之	a	tjie	
1033	60	芄蘭	1	1	童子佩a[hyue]觿。	童子佩觿	佩	a	hyue	
1034	60	芄蘭	1	0	雖則佩a[hyue]觿	雖則佩觿	佩	a	hyue	
1035	60	芄蘭	1	1	能不我a[tie]知。（支部）	能不我知	我	a	tie	支部
1036	60	芄蘭	1	0	容兮b[ziuət]遂兮	容兮遂兮	兮	b	ziuət	
1037	60	芄蘭	1	1	垂帶b[giuet]悸兮。（物质合韵）	垂帶悸兮	帶	b	giuet	物质合韵
1038	60	芄蘭	2	0	芄蘭之a[jiap]葉	芄蘭之葉	之	a	jiap	
1039	60	芄蘭	2	1	童子佩a[sjiap]韘。	童子佩韘	佩	a	sjiap	
1040	60	芄蘭	2	0	雖則佩a[sjiap]韘	雖則佩韘	佩	a	sjiap	
1041	60	芄蘭	2	1	能不我a[keap]甲。（盍部）	能不我甲	我	a	keap	盍部
1042	60	芄蘭	2	0	容兮b[ziuət]遂兮	容兮遂兮	兮	b	ziuət	
1043	60	芄蘭	2	1	垂帶b[giuet]悸兮。（质物合韵）	垂帶悸兮	帶	b	giuet	质物合韵
1044	61	河廣	1	0	誰謂河[kuang]廣	誰謂河廣	???	河	kuang	
1045	61	河廣	1	1	一葦a[hang]杭之。	一葦杭之	葦	a	hang	
1046	61	河廣	1	0	誰謂宋遠	誰謂宋遠				
1047	61	河廣	1	1	跂予a[miuang]望之。（阳部）	跂予望之	予	a	miuang	阳部
1048	61	河廣	2	0	誰謂河廣	誰謂河廣				
1049	61	河廣	2	1	曾不容a[tô]刀。	曾不容刀	容	a	tô	
1050	61	河廣	2	0	誰謂宋遠	誰謂宋遠				
1051	61	河廣	2	1	曾不崇a[tiô]朝。（宵部）	曾不崇朝	崇	a	tiô	宵部
1052	62	伯兮	1	0	伯兮a[khiat]朅兮	伯兮朅兮	兮	a	khiat	
1053	62	伯兮	1	1	邦之a[giat]桀兮。（月部）	邦之桀兮	之	a	giat	月部
1054	62	伯兮	1	0	伯也執b[zjio]殳	伯也執殳	執	b	zjio	
1055	62	伯兮	1	1	為王前b[khio]驅。（侯部）	為王前驅	前	b	khio	侯部
1056	62	伯兮	2	0	自伯之a[tong]東	自伯之東	之	a	tong	
1057	62	伯兮	2	1	首如飛a[bong]蓬。	首如飛蓬	飛	a	bong	
1058	62	伯兮	2	0	豈無膏沐	豈無膏沐				
1059	62	伯兮	2	1	誰適為a[jiong]容。（东部）	誰適為容	為	a	jiong	东部
1060	62	伯兮	3	0	其雨其雨	其雨其雨				
1061	62	伯兮	3	1	杲杲出a[njiet]日。	杲杲出日	出	a	njiet	
1062	62	伯兮	3	0	願言思伯	願言思伯				
1063	62	伯兮	3	1	甘心首a[dziet]疾。（质部）	甘心首疾	首	a	dziet	质部
1064	62	伯兮	4	0	焉得諼草	焉得諼草				
1065	62	伯兮	4	1	言樹之a[puək]背。	言樹之背	之	a	puək	
1066	62	伯兮	4	0	願言思伯	願言思伯				
1067	62	伯兮	4	1	使我心a[muə]痗。（职之通韵）	使我心痗	心	a	muə	职之通韵
1068	63	有狐	1	0	有狐綏綏	有狐綏綏				
1069	63	有狐	1	1	在彼淇a[liang]梁。	在彼淇梁	淇	a	liang	
1070	63	有狐	1	0	心之憂矣	心之憂矣				
1071	63	有狐	1	1	之子無a[zjiang]裳。（阳部）	之子無裳	無	a	zjiang	阳部
1072	63	有狐	2	0	有狐綏綏	有狐綏綏				
1073	63	有狐	2	1	在彼淇a[liat]厲。	在彼淇厲	淇	a	liat	
1074	63	有狐	2	0	心之憂矣	心之憂矣				
1075	63	有狐	2	1	之子無a[tat]帶。（月部）	之子無帶	無	a	tat	月部
1076	63	有狐	3	0	有狐綏綏	有狐綏綏				
1077	63	有狐	3	1	在彼淇a[tzhiək]側。	在彼淇側	淇	a	tzhiək	
1078	63	有狐	3	0	心之憂矣	心之憂矣				
1079	63	有狐	3	1	之子無a[biuək]服。（职部）	之子無服	無	a	biuək	职部
1080	64	木瓜	1	0	投我以木a[koa]瓜	投我以木瓜	木	a	koa	
1081	64	木瓜	1	1	報之以瓊a[kia]琚。（鱼部）	報之以瓊琚	瓊	a	kia	鱼部
1082	64	木瓜	1	0	匪b[pu]報也	匪報也	匪	b	pu	
1083	64	木瓜	1	1	永以為b[xu]好也。（幽部）	永以為好也	為	b	xu	幽部
1084	64	木瓜	2	0	投我以木a[dô]桃	投我以木桃	木	a	dô	
1085	64	木瓜	2	1	報之以瓊a[jiô]瑤。（宵部）	報之以瓊瑤	瓊	a	jiô	宵部
1086	64	木瓜	2	0	匪b[pu]報也	匪報也	匪	b	pu	
1087	64	木瓜	2	1	永以為b[xu]好也。（幽部）	永以為好也	為	b	xu	幽部
1088	64	木瓜	3	0	投我以木a[liə]李	投我以木李	木	a	liə	
1089	64	木瓜	3	1	報之以瓊a[kiuə]玖。（之部）	報之以瓊玖	瓊	a	kiuə	之部
1090	64	木瓜	3	0	匪b[pu]報也	匪報也	匪	b	pu	
1091	64	木瓜	3	1	永以為b[xu]好也。（幽部）	永以為好也	為	b	xu	幽部
1092	64	木瓜	7	0	王風	王風				
1093	65	黍離	1	0	彼黍離a[liai]離	彼黍離離	離	a	liai	
1094	65	黍離	1	1	彼稷之b[miô]苗。（a= 歌部）	彼稷之苗	之	b	miô	a=歌部
1095	65	黍離	1	0	行邁靡a[miai]靡	行邁靡靡	靡	a	miai	
1096	65	黍離	1	1	中心搖b[jiô]搖。（b= 宵部）	中心搖搖	搖	b	jiô	b=宵部
1097	65	黍離	1	0	知我者	知我者				
1098	65	黍離	1	1	謂我心c[iu]憂	謂我心憂	心	c	iu	
1099	65	黍離	1	2	不知我者	不知我者				
1100	65	黍離	1	3	謂我何c[giu]求。（幽部）	謂我何求	何	c	giu	幽部
1101	65	黍離	1	0	悠悠蒼d[thyen]天	悠悠蒼天	蒼	d	thyen	
1102	65	黍離	1	1	此何d[njien]人哉。（真部）	此何人哉	何	d	njien	真部
1103	65	黍離	2	0	彼黍離a[liai]離	彼黍離離	離	a	liai	
1104	65	黍離	2	1	彼稷之b[ziuet]穗。（a= 歌部）	彼稷之穗	之	b	ziuet	a=歌部
1105	65	黍離	2	0	行邁靡a[miai]靡	行邁靡靡	靡	a	miai	
1106	65	黍離	2	1	中心如b[tziuət]醉。（b= 质物合韵）	中心如醉	如	b	tziuət	b=质物合韵
1107	65	黍離	2	0	知我者	知我者				
1108	65	黍離	2	1	謂我心c[iu]憂	謂我心憂	心	c	iu	
1109	65	黍離	2	2	不知我者	不知我者				
1110	65	黍離	2	3	謂我何c[qiu]求。（幽部）	謂我何求	何	c	qiu	幽部
1111	65	黍離	2	0	悠悠蒼d[thyen]天	悠悠蒼天	蒼	d	thyen	
1112	65	黍離	2	1	此何d[njien]人哉。（真部）	此何人哉	何	d	njien	真部
1113	65	黍離	3	0	彼黍離a[liai]離	彼黍離離	離	a	liai	
1114	65	黍離	3	1	彼稷之b[djiet]實。（a= 歌部）	彼稷之實	之	b	djiet	a=歌部
1115	65	黍離	3	0	行邁靡a[miai]靡	行邁靡靡	靡	a	miai	
1116	65	黍離	3	1	中心如b[yet]噎。（b= 质部）	中心如噎	如	b	yet	b=质部
1117	65	黍離	3	0	知我者	知我者				
1118	65	黍離	3	1	謂我心c[iu]憂	謂我心憂	心	c	iu	
1119	65	黍離	3	2	不知我者	不知我者				
1120	65	黍離	3	3	謂我何c[qiu]求。（幽部）	謂我何求	何	c	qiu	幽部
1121	65	黍離	3	0	悠悠蒼d[thyen]天	悠悠蒼天	蒼	d	thyen	
1122	65	黍離	3	1	此何d[njien]人哉。（真部）	此何人哉	何	d	njien	真部
1123	66	君子于役	1	0	君子于役	君子于役				
1124	66	君子于役	1	1	不知其a[giə]期	不知其期	其	a	giə	
1125	66	君子于役	1	2	曷至a[tzə]哉。	曷至哉	至	a	tzə	
1126	66	君子于役	1	0	雞棲于a[zjiə]塒	雞棲于塒	于	a	zjiə	
1127	66	君子于役	1	1	日之夕矣	日之夕矣				
1128	66	君子于役	1	2	羊牛下a[lə]來。	羊牛下來	下	a	lə	
1129	66	君子于役	1	0	君子于役	君子于役				
1130	66	君子于役	1	1	如之何勿a[siə]思。（之部）	如之何勿思	勿	a	siə	之部
1131	66	君子于役	2	0	君子于役	君子于役				
1132	66	君子于役	2	1	不日不a[ngiuat]月	不日不月	不	a	ngiuat	
1133	66	君子于役	2	2	曷其有a[kuat]佸。	曷其有佸	有	a	kuat	
1134	66	君子于役	2	0	雞棲于a[qiat]桀	雞棲于桀	于	a	qiat	
1135	66	君子于役	2	1	日之夕矣	日之夕矣				
1136	66	君子于役	2	2	羊牛下a[kuat]括。	羊牛下括	下	a	kuat	
1137	66	君子于役	2	0	君子于役	君子于役				
1138	66	君子于役	2	1	茍無飢a[khat]渴。（月部）	茍無飢渴	飢	a	khat	月部
1139	67	君子陽陽	1	0	君子陽a[jiang]陽	君子陽陽	陽	a	jiang	
1140	67	君子陽陽	1	1	左執a[huang]簧	左執簧	執	a	huang	
1141	67	君子陽陽	1	2	右招我由a[biuang]房。（阳部）	右招我由房	由	a	biuang	阳部
1142	67	君子陽陽	1	0	其樂只B[tzia]且。（与下章遥韵）	其樂只且	只	B	tzia	与下章遥韵
1143	67	君子陽陽	2	0	君子陶a[du]陶	君子陶陶	陶	a	du	
1144	67	君子陽陽	2	1	左執a[du]翿	左執翿	執	a	du	
1145	67	君子陽陽	2	2	右招我由a[ngô]敖。（幽宵合韵）	右招我由敖	由	a	ngô	幽宵合韵
1146	67	君子陽陽	2	0	其樂只B[tzia]且。（鱼部）	其樂只且	只	B	tzia	鱼部
1147	68	揚之水	1	0	揚之水	揚之水				
1148	68	揚之水	1	1	不流束a[sien]薪。	不流束薪	束	a	sien	
1149	68	揚之水	1	0	彼其之子	彼其之子				
1150	68	揚之水	1	1	不與我戍a[sjien]申。（真部）	不與我戍申	戍	a	sjien	真部
1151	68	揚之水	1	0	b[hoəi]懷哉b[hoəi]懷哉5	懷哉懷哉		b	hoəi	
1152	68	揚之水	1	0	b[hoəi]懷哉b[hoəi]懷哉5	懷哉懷哉	哉	b	hoəi	
1153	68	揚之水	1	1	曷月予還b[kiuəi]歸哉。（微部）	曷月予還歸哉	還	b	kiuəi	微部
1154	68	揚之水	2	0	揚之水	揚之水				
1155	68	揚之水	2	1	不流束a[tshia]楚。	不流束楚	束	a	tshia	
1156	68	揚之水	2	0	彼其之子	彼其之子				
1157	68	揚之水	2	1	不與我戍a[piua]甫。（鱼部）	不與我戍甫	戍	a	piua	鱼部
1158	68	揚之水	2	0	b[hoəi]懷哉b[hoəi]懷哉	懷哉懷哉		b	hoəi	
1159	68	揚之水	2	0	b[hoəi]懷哉b[hoəi]懷哉	懷哉懷哉	哉	b	hoəi	
1160	68	揚之水	2	1	曷月予還b[kiuəi]歸哉。（微部）	曷月予還歸哉	還	b	kiuəi	微部
1161	68	揚之水	3	0	揚之水	揚之水				
1162	68	揚之水	3	1	不流束a[bua]蒲。	不流束蒲	束	a	bua	
1163	68	揚之水	3	0	彼其之子	彼其之子				
1164	68	揚之水	3	1	不與我戍a[xia]許。（鱼部）	不與我戍許	戍	a	xia	鱼部
1165	68	揚之水	3	0	b[hoəi]懷哉b[hoəi]懷哉	懷哉懷哉		b	hoəi	
1166	68	揚之水	3	0	b[hoəi]懷哉b[hoəi]懷哉	懷哉懷哉	哉	b	hoəi	
1167	68	揚之水	3	1	曷月予還b[kiuəi]歸哉。（微部）	曷月予還歸哉	還	b	kiuəi	微部
1168	69	中谷有蓷	1	0	中谷有蓷	中谷有蓷				
1169	69	中谷有蓷	1	1	暵其a[kan]乾矣。	暵其乾矣	其	a	kan	
1170	69	中谷有蓷	1	0	有女仳離	有女仳離				
1171	69	中谷有蓷	1	1	慨其a[than]歎矣。	慨其歎矣	其	a	than	
1172	69	中谷有蓷	1	0	慨其a[than]歎矣	慨其歎矣	其	a	than	
1173	69	中谷有蓷	1	1	遇人之艱a[nan]難矣。（元部）	遇人之艱難矣	艱	a	nan	元部
1174	69	中谷有蓷	2	0	中谷有蓷	中谷有蓷				
1175	69	中谷有蓷	2	1	暵其a[siu]修矣。	暵其修矣	其	a	siu	
1176	69	中谷有蓷	2	0	有女仳離	有女仳離				
1177	69	中谷有蓷	2	1	條其a[siuk]歗矣。	條其歗矣	其	a	siuk	
1178	69	中谷有蓷	2	0	慨其[siuk]嘯矣	慨其嘯矣	???	其	siuk	
1179	69	中谷有蓷	2	1	遇人之不a[zjiuk]淑矣。（幽觉合韵）	遇人之不淑矣	不	a	zjiuk	幽觉合韵
1180	69	中谷有蓷	3	0	中谷有蓷	中谷有蓷				
1181	69	中谷有蓷	3	1	暵其a[sjiəp]濕矣。	暵其濕矣	其	a	sjiəp	
1182	69	中谷有蓷	3	0	有女仳離	有女仳離				
1183	69	中谷有蓷	3	1	啜其a[khiəp]泣矣。	啜其泣矣	其	a	khiəp	
1184	69	中谷有蓷	3	0	啜其a[khiəp]泣矣	啜其泣矣	其	a	khiəp	
1185	69	中谷有蓷	3	1	嗟何a[giəp]及矣。（缉部）	嗟何及矣	何	a	giəp	缉部
1186	70	兔爰	1	0	有兔爰爰	有兔爰爰				
1187	70	兔爰	1	1	雉離于a[lai]羅。	雉離于羅	于	a	lai	
1188	70	兔爰	1	0	我生之初	我生之初				
1189	70	兔爰	1	1	尚無a[hiuai]為。	尚無為	無	a	hiuai	
1190	70	兔爰	1	0	我生之後	我生之後				
1191	70	兔爰	1	1	逢此百a[liai]罹。	逢此百罹	百	a	liai	
1192	70	兔爰	1	0	尚寐無a[nguai]吪。（歌部）	尚寐無吪	無	a	nguai	歌部
1193	70	兔爰	2	0	有兔爰爰	有兔爰爰				
1194	70	兔爰	2	1	雉離于a[biu]罦。	雉離于罦	于	a	biu	
1195	70	兔爰	2	0	我生之初	我生之初				
1196	70	兔爰	2	1	尚無a[dzu]造。	尚無造	無	a	dzu	
1197	70	兔爰	2	0	我生之後	我生之後				
1198	70	兔爰	2	1	逢此百a[iu]憂。	逢此百憂	百	a	iu	
1199	70	兔爰	2	0	尚寐無a[keuk]覺。（幽觉通韵）	尚寐無覺	無	a	keuk	幽觉通韵
1200	70	兔爰	3	0	有兔爰爰	有兔爰爰				
1201	70	兔爰	3	1	雉離于a[dong]罿。	雉離于罿	于	a	dong	
1202	70	兔爰	3	0	我生之初	我生之初				
1203	70	兔爰	3	1	尚無a[jiong]庸。	尚無庸	無	a	jiong	
1204	70	兔爰	3	0	我生之後	我生之後				
1205	70	兔爰	3	1	逢此百a[xiong]凶。	逢此百凶	百	a	xiong	
1206	70	兔爰	3	0	尚寐無a[tsong]聰。（东部）	尚寐無聰	無	a	tsong	东部
1207	71	葛藟	1	0	綿綿葛藟	綿綿葛藟				
1208	71	葛藟	1	1	在河之a[xa]滸。	在河之滸	之	a	xa	
1209	71	葛藟	1	0	終遠兄弟	終遠兄弟				
1210	71	葛藟	1	1	謂他人a[biua]父。	謂他人父	人	a	biua	
1211	71	葛藟	1	0	謂他人a[biua]父	謂他人父	人	a	biua	
1212	71	葛藟	1	1	亦莫我a[ka]顧。（鱼部）	亦莫我顧	我	a	ka	鱼部
1213	71	葛藟	2	0	綿綿葛藟	綿綿葛藟				
1214	71	葛藟	2	1	在河之a[zhiə]涘。	在河之涘	之	a	zhiə	
1215	71	葛藟	2	0	終遠兄弟	終遠兄弟				
1216	71	葛藟	2	1	謂他人a[mə]母。	謂他人母	人	a	mə	
1217	71	葛藟	2	0	謂他人a[mə]母	謂他人母	人	a	mə	
1218	71	葛藟	2	1	亦莫我a[hiuə]有。（之部）	亦莫我有	我	a	hiuə	之部
1219	71	葛藟	3	0	綿綿葛藟	綿綿葛藟				
1220	71	葛藟	3	1	在河之a[djiuən]漘。	在河之漘	之	a	djiuən	
1221	71	葛藟	3	0	終遠兄弟	終遠兄弟				
1222	71	葛藟	3	1	謂他人a[kuən]昆。	謂他人昆	人	a	kuən	
1223	71	葛藟	3	0	謂他人a[kuən]昆	謂他人昆	人	a	kuən	
1224	71	葛藟	3	1	亦莫我a[miuən]聞。（文部）	亦莫我聞	我	a	miuən	文部
1225	72	采葛	1	0	彼采a[kat]葛兮。	彼采葛兮	采	a	kat	
1226	72	采葛	1	0	一日不見	一日不見				
1227	72	采葛	1	1	如三a[ngiuat]月兮。（月部）	如三月兮	三	a	ngiuat	月部
1228	72	采葛	2	0	彼采a[syu]蕭兮。	彼采蕭兮	采	a	syu	
1229	72	采葛	2	0	一日不見	一日不見				
1230	72	采葛	2	1	如三a[tsiu]秋兮。（幽部）	如三秋兮	三	a	tsiu	幽部
1231	72	采葛	3	0	彼采a[ngat]艾兮。	彼采艾兮	采	a	ngat	
1232	72	采葛	3	0	一日不見	一日不見				
1233	72	采葛	3	1	如三a[siuat]歲兮。（月部）	如三歲兮	三	a	siuat	月部
1234	73	大車	1	0	大車檻a[heam]檻	大車檻檻	檻	a	heam	
1235	73	大車	1	1	毳衣如a[tham]菼。	毳衣如菼	如	a	tham	
1236	73	大車	1	0	豈不爾思	豈不爾思				
1237	73	大車	1	1	畏子不a[kam]敢。（谈部）	畏子不敢	不	a	kam	谈部
1238	73	大車	2	0	大車啍a[thuən]啍	大車啍啍	啍	a	thuən	
1239	73	大車	2	1	毳衣如a[muən]璊。	毳衣如璊	如	a	muən	
1240	73	大車	2	0	豈不爾思	豈不爾思				
1241	73	大車	2	1	畏子不a[pən]奔。（文部）	畏子不奔	不	a	pən	文部
1242	73	大車	3	0	穀則異a[sjiet]室	穀則異室	異	a	sjiet	
1243	73	大車	3	1	死則同a[hyuet]穴。	死則同穴	同	a	hyuet	
1244	73	大車	3	0	謂予不信	謂予不信				
1245	73	大車	3	1	有如皦a[njiet]日。（质部）	有如皦日	皦	a	njiet	质部
1246	74	丘中有麻	1	0	丘中有a[meai]麻	丘中有麻	有	a	meai	
1247	74	丘中有麻	1	1	彼留子a[tzyai]嗟。	彼留子嗟	子	a	tzyai	
1248	74	丘中有麻	1	0	彼留子a[tzyai]嗟	彼留子嗟	子	a	tzyai	
1249	74	丘中有麻	1	1	將其來a施a[sjiai]施。（歌部）	將其來施施	來	a	???	歌部
1250	74	丘中有麻	1	1	將其來a施a[sjiai]施。（歌部）	將其來施施	施	a	sjiai	歌部
1251	74	丘中有麻	2	0	丘中有a[muək]麥	丘中有麥	有	a	muək	
1252	74	丘中有麻	2	1	彼留子a[kuək]國。	彼留子國	子	a	kuək	
1253	74	丘中有麻	2	0	彼留子a[kuək]國	彼留子國	子	a	kuək	
1254	74	丘中有麻	2	1	將其來a[djiək]食。（职部）	將其來食	來	a	djiək	职部
1255	74	丘中有麻	3	0	丘中有a[liə]李	丘中有李	有	a	liə	
1256	74	丘中有麻	3	1	彼留之a[tziə]子。	彼留之子	之	a	tziə	
1257	74	丘中有麻	3	0	彼留之a[tziə]子	彼留之子	之	a	tziə	
1258	74	丘中有麻	3	1	貽我佩a[kiuə]玖。（之部）	貽我佩玖	佩	a	kiuə	之部
1259	74	丘中有麻	6	0	鄭風	鄭風				
1260	75	緇衣	1	0	緇衣之a[ngiai]宜兮	緇衣之宜兮	之	a	ngiai	
1261	75	緇衣	1	1	敝予又改a[hiuai]為兮。（歌部）	敝予又改為兮	改	a	hiuai	歌部
1262	75	緇衣	1	0	適子之b[kuan]館兮	適子之館兮	之	b	kuan	
1263	75	緇衣	1	1	還予授子之b[tsan]粲兮。（元部）	還予授子之粲兮	之	b	tsan	元部
1264	75	緇衣	2	0	緇衣之a[xu]好兮	緇衣之好兮	之	a	xu	
1265	75	緇衣	2	1	敝予又改a[dzu]造兮。（幽部）	敝予又改造兮	改	a	dzu	幽部
1266	75	緇衣	2	0	適子之b[kuan]館兮	適子之館兮	之	b	kuan	
1267	75	緇衣	2	1	還予授子之b[tsan]粲兮。（元部）	還予授子之粲兮	之	b	tsan	元部
1268	75	緇衣	3	0	緇衣之a[zyak]蓆兮	緇衣之蓆兮	之	a	zyak	
1269	75	緇衣	3	1	敝予又改a[tzak]作兮。（铎部）	敝予又改作兮	改	a	tzak	铎部
1270	75	緇衣	3	0	適子之b[kuan]館兮	適子之館兮	之	b	kuan	
1271	75	緇衣	3	1	還予授子之b[tsan]粲兮。（元部）	還予授子之粲兮	之	b	tsan	元部
1272	76	將仲子	1	0	將仲[tziə]子兮	將仲子兮	???	仲	tziə	
1273	76	將仲子	1	1	無踰我a[liə]里	無踰我里	我	a	liə	
1274	76	將仲子	1	2	無折我樹a[khiə]杞。	無折我樹杞	樹	a	khiə	
1275	76	將仲子	1	0	豈敢愛之	豈敢愛之				
